Epoch,Avg. Loss,Avg. PSNR1,Avg. PSNR2,Avg. SSIM1,Avg. SSIM2
71,0.0466,28.71,28.48,0.84,0.83
72,0.0466,28.79,28.71,0.84,0.84
73,0.0466,28.62,28.14,0.84,0.83
74,0.0465,28.54,27.97,0.84,0.81
75,0.0465,28.88,28.71,0.84,0.84
76,0.0465,28.75,28.58,0.84,0.83
77,0.0465,28.64,28.07,0.84,0.81
78,0.0465,28.53,27.85,0.84,0.82
79,0.0464,28.78,28.69,0.84,0.84
80,0.0465,28.74,28.39,0.84,0.83
81,0.0464,28.76,28.71,0.84,0.84
82,0.0464,28.77,28.73,0.84,0.84
83,0.0464,28.68,28.37,0.84,0.83
84,0.0464,28.81,28.76,0.84,0.84
85,0.0463,28.79,28.67,0.84,0.84
86,0.0463,28.58,28.02,0.84,0.83
87,0.0463,28.84,28.75,0.84,0.84
88,0.0463,28.61,27.92,0.84,0.82
89,0.0462,28.77,28.63,0.84,0.84
90,0.0463,28.88,28.79,0.84,0.84
91,0.0462,28.64,28.08,0.84,0.84
92,0.0462,28.8,28.66,0.84,0.84
93,0.0462,28.72,28.51,0.84,0.84
94,0.0462,28.62,28.11,0.84,0.82
95,0.0462,28.77,28.6,0.84,0.84
96,0.0462,28.78,28.64,0.84,0.84
97,0.0462,28.8,28.79,0.84,0.84
98,0.0462,28.76,28.69,0.84,0.84
99,0.0461,28.71,28.38,0.84,0.83
100,0.0459,28.77,28.64,0.84,0.84
101,0.0459,28.73,28.35,0.84,0.83
102,0.0459,28.79,28.63,0.84,0.84
103,0.0459,28.85,28.81,0.84,0.84
104,0.0458,28.77,28.62,0.84,0.84
105,0.0459,28.71,28.45,0.84,0.84
106,0.0458,28.76,28.51,0.84,0.84
107,0.0458,28.7,28.36,0.84,0.84
108,0.0458,28.81,28.72,0.84,0.84
109,0.0458,28.69,28.19,0.84,0.83
110,0.0458,28.83,28.75,0.84,0.84
111,0.0458,28.77,28.57,0.84,0.84
112,0.0458,28.84,28.82,0.84,0.85
113,0.0458,28.55,27.65,0.84,0.82
114,0.0458,28.84,28.77,0.84,0.84
115,0.0458,28.75,28.56,0.84,0.84
116,0.0458,28.76,28.57,0.84,0.84
117,0.0458,28.72,28.36,0.84,0.84
118,0.0458,28.7,28.34,0.84,0.84
119,0.0458,28.79,28.64,0.84,0.84
120,0.0458,28.73,28.43,0.84,0.83
121,0.0457,28.78,28.69,0.84,0.84
122,0.0458,28.86,28.83,0.84,0.85
123,0.0457,28.73,28.37,0.84,0.84
124,0.0457,28.65,28.03,0.84,0.83
125,0.0457,28.69,28.38,0.84,0.84
126,0.0457,28.72,28.45,0.84,0.83
127,0.0457,28.59,27.98,0.84,0.82
128,0.0457,28.85,28.82,0.84,0.85
129,0.0457,28.81,28.67,0.84,0.84
130,0.0457,28.77,28.54,0.84,0.84
131,0.0457,28.78,28.58,0.84,0.84
132,0.0457,28.83,28.77,0.84,0.84
133,0.0457,28.71,28.23,0.84,0.84
134,0.0456,28.82,28.71,0.84,0.84
135,0.0457,28.76,28.56,0.84,0.84
136,0.0457,28.77,28.49,0.84,0.84
137,0.0457,28.8,28.66,0.84,0.84
138,0.0457,28.75,28.48,0.84,0.84
139,0.0457,28.83,28.73,0.84,0.84
140,0.0457,28.72,28.38,0.84,0.84
141,0.0456,28.8,28.67,0.84,0.84
142,0.0456,28.68,28.26,0.84,0.84
143,0.0456,28.69,28.28,0.84,0.83
