Epoch,Avg. Loss
414,0.0237
415,0.0237
416,0.0237
417,0.0237
418,0.0237
419,0.0237
420,0.0237
421,0.0237
422,0.0237
423,0.0237
424,0.0237
425,0.0237
426,0.0237
427,0.0237
428,0.0237
429,0.0237
430,0.0237
431,0.0237
432,0.0237
433,0.0237
434,0.0237
435,0.0237
436,0.0237
437,0.0237
438,0.0237
439,0.0237
440,0.0237
441,0.0237
442,0.0237
443,0.0237
444,0.0237
445,0.0237
446,0.0237
447,0.0237
448,0.0237
449,0.0237
450,0.0237
451,0.0237
452,0.0237
453,0.0237
454,0.0237
455,0.0237
456,0.0237
457,0.0237
458,0.0237
459,0.0237
460,0.0237
461,0.0237
462,0.0237
463,0.0237
464,0.0237
465,0.0237
466,0.0237
467,0.0237
468,0.0237
469,0.0237
470,0.0237
471,0.0237
472,0.0237
473,0.0237
474,0.0237
475,0.0237
476,0.0237
477,0.0237
478,0.0237
479,0.0237
480,0.0237
481,0.0237
482,0.0237
483,0.0237
484,0.0237
485,0.0237
486,0.0237
487,0.0237
488,0.0237
489,0.0237
490,0.0237
491,0.0237
492,0.0237
493,0.0237
494,0.0237
495,0.0237
496,0.0237
497,0.0237
498,0.0237
499,0.0237
500,0.0237
501,0.0237
502,0.0237
503,0.0237
504,0.0237
505,0.0237
506,0.0237
507,0.0237
508,0.0237
509,0.0237
510,0.0237
511,0.0237
512,0.0237
513,0.0237
514,0.0237
515,0.0237
516,0.0237
517,0.0237
518,0.0237
519,0.0237
520,0.0237
521,0.0237
522,0.0237
523,0.0237
524,0.0237
525,0.0237
526,0.0237
527,0.0237
528,0.0237
529,0.0237
530,0.0237
531,0.0237
532,0.0237
533,0.0237
534,0.0237
535,0.0237
536,0.0237
537,0.0237
538,0.0237
539,0.0237
540,0.0237
541,0.0237
542,0.0237
543,0.0237
544,0.0237
545,0.0237
546,0.0237
547,0.0237
548,0.0237
549,0.0237
550,0.0237
551,0.0237
552,0.0237
553,0.0237
554,0.0237
555,0.0237
556,0.0237
557,0.0237
558,0.0237
559,0.0237
560,0.0237
561,0.0237
562,0.0237
563,0.0237
564,0.0237
565,0.0237
566,0.0237
567,0.0237
568,0.0237
569,0.0237
570,0.0237
571,0.0237
572,0.0237
573,0.0237
574,0.0237
575,0.0237
576,0.0237
577,0.0237
578,0.0237
579,0.0237
580,0.0237
581,0.0237
582,0.0237
583,0.0237
584,0.0237
585,0.0237
586,0.0237
587,0.0237
588,0.0237
589,0.0237
590,0.0237
591,0.0237
592,0.0237
593,0.0237
594,0.0237
595,0.0237
596,0.0237
597,0.0237
598,0.0237
599,0.0237
600,0.0237
601,0.0237
602,0.0237
603,0.0237
604,0.0237
605,0.0237
606,0.0237
607,0.0237
608,0.0237
609,0.0237
610,0.0237
611,0.0237
612,0.0237
613,0.0237
614,0.0237
615,0.0237
616,0.0237
617,0.0237
618,0.0237
619,0.0237
620,0.0237
621,0.0237
622,0.0237
623,0.0237
624,0.0237
625,0.0237
626,0.0237
627,0.0237
628,0.0237
629,0.0237
630,0.0237
631,0.0237
632,0.0237
633,0.0237
634,0.0237
635,0.0237
636,0.0237
637,0.0237
638,0.0237
639,0.0237
640,0.0237
641,0.0237
642,0.0237
643,0.0237
644,0.0237
645,0.0237
646,0.0237
647,0.0237
648,0.0237
649,0.0237
650,0.0237
651,0.0237
652,0.0237
653,0.0237
654,0.0237
655,0.0237
656,0.0237
657,0.0237
658,0.0237
659,0.0237
660,0.0237
661,0.0237
662,0.0237
663,0.0237
664,0.0237
665,0.0237
666,0.0237
667,0.0237
668,0.0237
669,0.0237
670,0.0237
671,0.0237
672,0.0237
673,0.0237
674,0.0237
675,0.0237
676,0.0237
677,0.0237
678,0.0237
679,0.0237
680,0.0237
681,0.0237
682,0.0237
683,0.0237
684,0.0237
685,0.0237
686,0.0237
687,0.0237
688,0.0237
689,0.0237
690,0.0237
691,0.0237
692,0.0237
693,0.0237
694,0.0237
695,0.0237
696,0.0237
697,0.0237
698,0.0237
699,0.0237
700,0.0237
701,0.0237
702,0.0237
703,0.0237
704,0.0237
705,0.0237
706,0.0237
707,0.0237
708,0.0237
709,0.0237
710,0.0237
711,0.0237
712,0.0237
713,0.0237
714,0.0237
715,0.0237
716,0.0237
717,0.0237
718,0.0237
719,0.0237
720,0.0237
721,0.0237
722,0.0237
723,0.0237
724,0.0237
725,0.0237
726,0.0237
727,0.0237
728,0.0237
729,0.0237
730,0.0237
731,0.0237
732,0.0237
733,0.0237
734,0.0237
735,0.0237
736,0.0237
737,0.0237
738,0.0237
739,0.0237
740,0.0237
741,0.0237
742,0.0237
743,0.0237
744,0.0237
745,0.0237
746,0.0237
747,0.0237
748,0.0237
749,0.0237
750,0.0237
751,0.0237
752,0.0237
753,0.0237
754,0.0237
755,0.0237
756,0.0237
757,0.0237
758,0.0237
759,0.0237
760,0.0237
761,0.0237
762,0.0237
763,0.0237
764,0.0237
765,0.0237
766,0.0237
767,0.0237
768,0.0237
769,0.0237
770,0.0237
771,0.0237
772,0.0237
773,0.0237
774,0.0237
775,0.0237
776,0.0237
777,0.0237
778,0.0237
779,0.0237
780,0.0237
781,0.0237
782,0.0237
783,0.0237
784,0.0237
785,0.0237
786,0.0237
787,0.0237
788,0.0237
789,0.0237
790,0.0237
791,0.0237
792,0.0237
793,0.0237
794,0.0237
795,0.0237
796,0.0237
797,0.0237
798,0.0237
799,0.0237
800,0.0237
801,0.0237
802,0.0237
803,0.0237
804,0.0237
805,0.0237
806,0.0237
807,0.0237
808,0.0237
809,0.0237
810,0.0237
811,0.0237
812,0.0237
813,0.0237
814,0.0237
815,0.0237
816,0.0237
817,0.0237
818,0.0237
819,0.0237
820,0.0237
821,0.0237
822,0.0237
823,0.0237
824,0.0237
825,0.0237
826,0.0237
827,0.0237
828,0.0237
829,0.0237
830,0.0237
831,0.0237
832,0.0237
833,0.0237
834,0.0237
835,0.0237
836,0.0237
837,0.0237
838,0.0237
839,0.0237
840,0.0237
841,0.0237
842,0.0237
843,0.0237
844,0.0237
845,0.0237
846,0.0237
847,0.0237
848,0.0237
849,0.0237
850,0.0237
851,0.0237
852,0.0237
853,0.0237
854,0.0237
855,0.0237
856,0.0237
857,0.0237
858,0.0237
859,0.0237
860,0.0237
861,0.0237
862,0.0237
863,0.0237
864,0.0237
865,0.0237
866,0.0237
867,0.0237
868,0.0237
869,0.0237
870,0.0237
871,0.0237
872,0.0237
873,0.0237
874,0.0237
875,0.0237
876,0.0237
877,0.0237
878,0.0237
879,0.0237
880,0.0237
881,0.0237
882,0.0237
883,0.0237
884,0.0237
885,0.0237
886,0.0237
887,0.0237
888,0.0237
889,0.0237
890,0.0237
891,0.0237
892,0.0237
893,0.0237
894,0.0237
895,0.0237
896,0.0237
897,0.0237
898,0.0237
899,0.0237
900,0.0237
901,0.0237
902,0.0237
903,0.0237
904,0.0237
905,0.0237
906,0.0237
907,0.0237
908,0.0237
909,0.0237
910,0.0237
911,0.0237
912,0.0237
913,0.0237
914,0.0237
915,0.0237
916,0.0237
917,0.0237
918,0.0237
919,0.0237
920,0.0237
921,0.0237
922,0.0237
923,0.0237
924,0.0237
925,0.0237
926,0.0237
927,0.0237
928,0.0237
929,0.0237
930,0.0237
931,0.0237
932,0.0237
933,0.0237
934,0.0237
935,0.0237
936,0.0237
937,0.0237
938,0.0237
939,0.0237
940,0.0237
941,0.0237
942,0.0237
943,0.0237
944,0.0237
945,0.0237
946,0.0237
947,0.0237
948,0.0237
949,0.0237
950,0.0237
951,0.0237
952,0.0237
953,0.0237
954,0.0237
955,0.0237
956,0.0237
957,0.0237
958,0.0237
959,0.0237
960,0.0237
961,0.0237
962,0.0237
963,0.0237
964,0.0237
965,0.0237
966,0.0237
967,0.0237
968,0.0237
969,0.0237
970,0.0237
971,0.0237
972,0.0237
973,0.0237
974,0.0237
975,0.0237
976,0.0237
977,0.0237
978,0.0237
979,0.0237
980,0.0237
981,0.0237
982,0.0237
983,0.0237
984,0.0237
985,0.0237
986,0.0237
987,0.0237
988,0.0237
989,0.0237
990,0.0237
991,0.0237
992,0.0237
993,0.0237
994,0.0237
995,0.0237
996,0.0237
997,0.0237
998,0.0237
999,0.0237
1000,0.0237
